person_id,name,hit_entity,bucket,nationality,sex,highest_degree,field_of_study,institution,expertise,basis,source
p23,Zhong Huijuan,Hansoh Pharmaceutical (Jiangsu Hansoh / Haosen),healthcare_biotech,CN,F,Masters,unknown,Nanjing University,oncology pharmaceuticals,notes,
p24,Alfred Mann,Pacesetter Systems,healthcare_biotech,US,M,Masters,Physics,UCLA,implantable medical devices,notes,
p25,Karsanbhai Patel,Nirma,consumer_retail_industrial,IN,M,Bachelors,Chemistry,unknown,detergent manufacturing,notes,
p26,Anita Roddick,The Body Shop,consumer_retail_industrial,GB,F,unknown,Teaching,Newton Park College of Education,natural cosmetics retail,notes,
p27,Kim Sung-joo,Sungjoo International,consumer_retail_industrial,KR,F,Masters,Business Ethics and Economics,Harvard University,luxury brand licensing,notes,
p28,Rita Levi-Montalcini,Nobel Prize in Physiology or Medicine,science_research,IT,F,MD,Medicine,University of Turin Medical School,nerve growth factor,notes,
p29,Jean-Marie Lehn,Nobel Prize in Chemistry,science_research,FR,M,PhD,Chemistry,University of Strasbourg,supramolecular chemistry,notes,
p30,Tu Youyou,Nobel Prize in Physiology or Medicine,science_research,CN,F,Bachelors,Pharmacology,Beijing Medical College,artemisinin,notes,
p31,Sonali De Rycker,Accel London IV,investors_finance,GB,F,Masters,Business,Harvard Business School,venture capital,notes,
p32,Raghuram Rajan,,investors_finance,US,M,PhD,Finance,MIT Sloan,financial economics,notes,
p33,Toni Morrison,Song of Solomon,media_creators,US,F,Masters,American Literature,Cornell University,literary fiction,notes,
p34,Youssou N'Dour,"""7 Seconds"" (with Neneh Cherry)",media_creators,SN,M,unknown,unknown,unknown,mbalax,unknown,
p35,Ryan Petersen,Flexport,trade_import_logistics,US,M,Masters,Business,Columbia Business School,freight forwarding,notes,
p36,Melanie Perkins,Canva,software_internet,AU,F,HighSchool,unknown,Sacred Heart College,graphic design software,notes,
p37,Michelle Zatlyn,Cloudflare,software_internet,US,F,Masters,Business,Harvard Business School,content delivery networks,notes,
p38,Rana el Kaliouby,Affectiva,software_internet,US,F,PhD,Computer Science,University of Cambridge,affective computing,notes,
p39,Nadiem Makarim,Gojek,software_internet,ID,M,Masters,Business,Harvard Business School,ride-hailing,notes,
p40,Olugbenga Agboola,Flutterwave,software_internet,NG,M,Masters,Business,MIT Sloan School of Management,payments processing,notes,
p41,Kunal Bahl,Jasper Infotech (MoneySaver / Snapdeal),software_internet,IN,M,Bachelors,Management and Technology,University of Pennsylvania,e-commerce,notes,
p42,Enric Asunción,Wallbox,hardware_deeptech,ES,M,Masters,Engineering,Universitat Politècnica de Catalunya,EV charging hardware,notes,
p43,Federico Faggin,Zilog,hardware_deeptech,US,M,Masters,Physics,University of Padua,microprocessors,notes,
p44,David Sun,Camintonn Corporation,hardware_deeptech,US,M,Bachelors,Electrical Engineering,Tatung University,computer memory,notes,
p45,Min Kao,Garmin,hardware_deeptech,US,M,PhD,Electrical Engineering,University of Tennessee,GPS navigation,notes,
p46,Katrina Lake,Stitch Fix,consumer_retail_industrial,US,F,Masters,Business,Harvard Business School,apparel e-commerce,notes,
p47,Aliko Dangote,Dangote Group,consumer_retail_industrial,NG,M,Bachelors,Business Administration,Al-Azhar University,cement manufacturing,notes,
p48,James Dyson,Dyson,consumer_retail_industrial,GB,M,unknown,Industrial Design,Royal College of Art,cyclonic vacuum design,notes,
p49,Reshma Sohoni,Seedcamp Fund IV,investors_finance,GB,F,Masters,Business,INSEAD,seed-stage venture capital,notes,
p50,Hemant Taneja,General Catalyst Group VI,investors_finance,US,M,Masters,Electrical Engineering and Computer Science,Massachusetts Institute of Technology,growth-stage venture capital,notes,
p51,Aileen Lee,Cowboy Ventures III,investors_finance,US,F,Masters,Business,Harvard Business School,seed-stage venture capital,notes,
p52,Kendrick Lamar,"good kid, m.A.A.d city",media_creators,US,M,HighSchool,unknown,unknown,West Coast hip-hop,notes,
p53,Tems,Essence (with Wizkid),media_creators,NG,F,unknown,unknown,unknown,alté R&B,unknown,
p54,Taika Waititi,Hunt for the Wilderpeople,media_creators,NZ,M,Bachelors,Theatre,Victoria University of Wellington,feature film directing,researched,https://en.wikipedia.org/wiki/Taika_Waititi
p55,Donna Strickland,Nobel Prize in Physics,science_research,CA,F,PhD,Optics,University of Rochester,chirped pulse amplification,notes,
p56,Yoshua Bengio,ACM A.M. Turing Award,science_research,CA,M,PhD,Computer Science,McGill University,deep neural networks,notes,
p57,Maryam Mirzakhani,Fields Medal,science_research,US,F,PhD,Mathematics,Harvard University,hyperbolic geometry,notes,
p58,Özlem Türeci,Ganymed Pharmaceuticals,healthcare_biotech,DE,F,MD,Medicine,Saarland University,cancer immunotherapy,notes,
p59,Cyrus Poonawalla,Serum Institute of India,healthcare_biotech,IN,M,unknown,unknown,Brihan Maharashtra College of Commerce,vaccine manufacturing,unknown,
p60,Gianluigi Aponte,Mediterranean Shipping Company,trade_import_logistics,CH,M,HighSchool,Nautical studies,Istituto Tecnico Nautico Statale Nino Bixio,container shipping,notes,
p61,William Ding,NetEase,software_internet,CN,M,Bachelors,Communication Technology,University of Electronic Science and Technology of China,online games,notes,https://ir.netease.com/management/william-ding
p62,Shiv Nadar,HCL (Hindustan Computers Limited),software_internet,IN,M,Bachelors,Electrical Engineering,PSG College of Technology,computer hardware,notes,https://en.wikipedia.org/wiki/Shiv_Nadar
p63,Harshil Mathur,Razorpay,software_internet,IN,M,Bachelors,unknown,IIT Roorkee,digital payments,notes,https://in.linkedin.com/in/harshilmathur
p64,Sid Sijbrandij,GitLab,software_internet,NL,M,Masters,Management Science,University of Twente,software collaboration,notes,https://storage.courtlistener.com/recap/gov.uscourts.cand.444595/gov.uscourts.cand.444595.1.0.pdf
p65,Chris Wanstrath,GitHub,software_internet,US,M,HighSchool,unknown,St. Xavier High School,code hosting,researched,https://en.wikipedia.org/wiki/Chris_Wanstrath
p66,Jeff Lawson,Twilio,software_internet,US,M,Bachelors,Computer Science,University of Michigan,communications APIs,notes,https://news.engin.umich.edu/2016/08/the-most-interesting-tech-ipo-of-the-year-was-founded-by-alums/
p67,Robin Zeng,Amperex Technology Limited (ATL),hardware_deeptech,HK,M,PhD,Physics,Chinese Academy of Sciences,lithium-ion batteries,notes,https://en.wikipedia.org/wiki/Robin_Zeng
p68,Robert Pera,Ubiquiti Networks,hardware_deeptech,US,M,Masters,unknown,UC San Diego,wireless networking,notes,https://en.wikipedia.org/wiki/Robert_Pera
p69,Terry Gou,Hon Hai (Foxconn),hardware_deeptech,TW,M,Bachelors,unknown,Taipei University of Marine Technology,electronics manufacturing,researched,https://en.wikipedia.org/wiki/Terry_Gou
p70,Donna Dubinsky,Palm Computing,hardware_deeptech,US,F,Masters,Business Administration,Harvard,handheld computing,notes,https://computerhistory.org/profile/donna-dubinsky/
p71,Radhakishan Damani,Avenue Supermarts (DMart),consumer_retail_industrial,IN,M,unknown,unknown,unknown,supermarket retail,unknown,
p72,Zhong Shanshan,Nongfu Spring,consumer_retail_industrial,CN,M,Associate,Chinese Language and Literature,Zhejiang Radio and Television University,bottled water,notes,https://zh.wikipedia.org/wiki/%E9%92%9F%E7%9D%92%E7%9D%92
p73,He Xiangjian,Midea,consumer_retail_industrial,CN,M,None,unknown,unknown,home appliances,notes,
p74,Dilip Shanghvi,Sun Pharmaceutical Industries,healthcare_biotech,IN,M,Bachelors,Commerce,University of Calcutta,generic pharmaceuticals,notes,https://www.bloomberg.com/billionaires/profiles/dilip-s-shanghvi/
p75,Jason Kelly,Ginkgo Bioworks,healthcare_biotech,US,M,PhD,Biological Engineering,MIT,synthetic biology,notes,https://openwetware.org/wiki/Jason_Kelly
p76,Trevor Martin,Mammoth Biosciences,healthcare_biotech,US,M,PhD,unknown,Stanford University,CRISPR diagnostics,researched,http://trevormmartin.com/
p77,Luciana Lixandru,Accel London VI,investors_finance,RO,F,Bachelors,Mathematics and Economics,Georgetown,venture capital,notes,
p78,Eileen Burbidge,Passion Capital,investors_finance,GB,F,Bachelors,Computer Science,University of Illinois at Urbana-Champaign,venture capital,researched,https://siebelschool.illinois.edu/about/awards/alumni-awards/alumni-awards-past-recipients/eileen-burbidge
p79,Johan Brenner,Creandum V,investors_finance,SE,M,Masters,unknown,Stockholm School of Economics,venture capital,researched,https://www.forbes.com/profile/johan-brenner/
p80,Emmanuelle Charpentier,Nobel Prize in Chemistry,science_research,FR,F,PhD,unknown,Pierre and Marie Curie University,CRISPR gene editing,notes,https://en.wikipedia.org/wiki/Emmanuelle_Charpentier
p81,Simon Brendle,Breakthrough Prize in Mathematics,science_research,DE,M,PhD,unknown,University of Tübingen,geometric analysis,notes,https://en.wikipedia.org/wiki/Simon_Brendle
p82,Maryna Viazovska,Fields Medal,science_research,UA,F,PhD,Mathematics,University of Bonn,sphere packing,notes,https://en.wikipedia.org/wiki/Maryna_Viazovska
p83,Chloé Zhao,Nomadland,media_creators,US,F,Masters,Film,New York University,narrative film,notes,https://www.mtholyoke.edu/directory/alum/chloe-zhao
p84,Viet Thanh Nguyen,The Sympathizer,media_creators,US,M,PhD,English,UC Berkeley,literary fiction,notes,https://dornsife.usc.edu/profile/viet-nguyen/
p85,Wang Wei,SF Express,trade_import_logistics,CN,M,HighSchool,unknown,unknown,express logistics,notes,
p86,Vidit Aatrey,Meesho,software_internet,IN,M,Bachelors,Electrical Engineering,IIT Delhi,social commerce,notes,https://economictimes.indiatimes.com/markets/stocks/news/bengaluru-gives-india-another-billionaire-who-is-iit-engineer-meesho-cofounder-vidit-aatrey/articleshow/125998435.cms
p87,Aadit Palicha,Zepto,software_internet,IN,M,HighSchool,unknown,GEMS Modern Academy,quick commerce,notes,https://gulfnews.com/technology/21-year-old-dubai-school-alumnus-is-now-heading-a-14-billion-indian-startup-zepto-1.97927360
p88,Wade Foster,Zapier,software_internet,US,M,Masters,Business Administration,University of Missouri,workflow automation,notes,https://engineering.missouri.edu/2022/150-years-of-leadership-wade-foster/
p89,Wei Deng,Clipboard Health,software_internet,US,F,JD,Law,Yale,healthcare staffing,notes,https://www.davispolk.com/alumni/wei-deng-ny-08
p90,Eugenio Pace,Auth0,software_internet,AR,M,Masters,Computer Science,Instituto Tecnológico de Buenos Aires,identity management,notes,https://www.endeavor.org.ar/emprendedores/eugenio-pace/
p91,Karim Beguir,InstaDeep,software_internet,TN,M,Masters,unknown,New York University,deep learning,notes,https://instadeep.com/2018/12/ceo-of-instadeep-selected-as-endeavor-entrepreneur/
p92,Mudassir Sheikha,Careem,software_internet,AE,M,Masters,Computer Science,Stanford University,ride-hailing,notes,https://www.weforum.org/people/mudassir-sheikha/
p93,Sophie Wilson,Element 14,hardware_deeptech,GB,F,Bachelors,unknown,University of Cambridge,microprocessor design,notes,https://computerhistory.org/profile/sophie-wilson/
p94,Jeff Hawkins,Palm Computing,hardware_deeptech,US,M,Bachelors,Electrical Engineering,Cornell,handheld computing,notes,https://en.wikipedia.org/wiki/Jeff_Hawkins
p95,Frank Wang,DJI,hardware_deeptech,CN,M,Masters,unknown,Hong Kong University of Science and Technology,consumer drones,notes,https://www.scmp.com/news/hong-kong/article/1370451/apple-pearl-river-delta-dji-innovations-taking-flight
p96,Lei Jun,Joyo.com,hardware_deeptech,CN,M,Bachelors,Computer Science,Wuhan University,e-commerce,notes,https://en.wikipedia.org/wiki/Lei_Jun
p97,Betsie Larkin,Honeylove,consumer_retail_industrial,US,F,Bachelors,Mathematics,Boston University,shapewear,researched,https://www.huffpost.com/author/bl-692
p98,Chip Wilson,Westbeach,consumer_retail_industrial,CA,M,Bachelors,Economics,University of Calgary,snowboard apparel,notes,https://en.wikipedia.org/wiki/Chip_Wilson
p99,Ismael Belkhayat,Chari,consumer_retail_industrial,MA,M,Masters,Business Administration,Cornell University,B2B grocery commerce,researched,https://www.lesiteinfo.com/maroc/324747-qui-est-ismail-belkhayat-ce-jeune-entrepreneur-qui-sactive.html
p100,Colson Whitehead,The Underground Railroad,media_creators,US,M,Bachelors,unknown,Harvard,literary fiction,notes,https://en.wikipedia.org/wiki/Colson_Whitehead
p101,Jane Campion,The Piano,media_creators,NZ,F,Bachelors,Anthropology,Victoria University of Wellington,narrative film,notes,https://en.wikipedia.org/wiki/Jane_Campion
p102,Angélique Kidjo,Arc de Triomphe WWI centenary performance,media_creators,BJ,F,unknown,unknown,unknown,Afropop,unknown,
p103,Alain Aspect,Nobel Prize in Physics,science_research,FR,M,PhD,unknown,Université Paris-Sud,quantum optics,notes,https://en.wikipedia.org/wiki/Alain_Aspect
p104,Carolyn Bertozzi,Nobel Prize in Chemistry,science_research,US,F,PhD,Chemistry,UC Berkeley,bioorthogonal chemistry,notes,https://en.wikipedia.org/wiki/Carolyn_R._Bertozzi
p105,Dennis Gaitsgory,Breakthrough Prize in Mathematics,science_research,DE,M,PhD,unknown,Tel Aviv University,geometric Langlands,notes,https://en.wikipedia.org/wiki/Dennis_Gaitsgory
p106,Leonard Schleifer,Regeneron,healthcare_biotech,US,M,MD,Medicine,University of Virginia,biologic drugs,notes,https://news.virginia.edu/content/qa-regeneron-founder-and-uva-mdphd-alum-discusses-covid-19-treatment
p107,Alice Zhang,Verge Genomics,healthcare_biotech,US,F,Bachelors,Molecular Biology,Princeton,AI drug discovery,notes,https://entrepreneurs.princeton.edu/people/alice-zhang-10
p108,Laurel Bowden,Greylock Israel II,investors_finance,ZA,F,Masters,Business Administration,INSEAD,venture capital,notes,
p109,Ondrej Bartos,Credo Stage 3,investors_finance,CZ,M,Masters,Finance and Accounting,Prague University of Economics and Business,venture capital,notes,https://ekonom.cz/c1-55928840-jen-jedna-z-deseti-dobrych-firem-udela-homerun
p110,John Fredriksen,,trade_import_logistics,CY,M,None,unknown,unknown,tanker shipping,notes,https://gcaptain.com/john-fredriksen-man-myth-legend/
p111,Bom Kim,Coupang,software_internet,KR,M,Bachelors,unknown,Harvard College,e-commerce,notes,
p112,James Burkhardt,Odeko,software_internet,US,M,unknown,unknown,unknown,cafe supply operations,unknown,
p113,Michael Carvin,,software_internet,US,M,Bachelors,unknown,Princeton,personal finance software,notes,
p114,Sajith Wickramasekara,,software_internet,US,M,unknown,unknown,unknown,life science software,unknown,
p115,Yoshikazu Tanaka,"GREE, Inc.",software_internet,JP,M,Bachelors,Political Economy,Nihon University,social gaming,notes,
p116,Kosuke Sogo,AnyMind Group (AdAsia Holdings),software_internet,JP,M,Bachelors,Commerce,Nihon University,influencer marketing,researched,https://www.jpx.co.jp/english/listing/ir-clips/interview/detail/5027.html
p117,Wang Chuanfu,BYD Company (Shenzhen BYD Battery),consumer_retail_industrial,CN,M,Masters,unknown,Beijing Non-Ferrous Metal General Research Institute,rechargeable batteries,notes,https://en.wikipedia.org/wiki/Wang_Chuanfu
p118,Diane Hendricks,ABC Supply,consumer_retail_industrial,US,F,HighSchool,unknown,Osseo-Fairchild High School,building materials distribution,notes,https://en.wikipedia.org/wiki/Diane_Hendricks
p119,Kishore Biyani,,consumer_retail_industrial,IN,M,Bachelors,unknown,Bombay University,mass retail,notes,
p120,Qin Yinglin,,consumer_retail_industrial,CN,M,Bachelors,Animal Husbandry,Henan Agricultural University,pig breeding,notes,https://en.wikipedia.org/wiki/Qin_Yinglin
p121,Rodney Brooks,"iRobot Corporation (IS Robotics, Inc.)",hardware_deeptech,AU,M,PhD,Computer Science,Stanford University,robotics,notes,https://en.wikipedia.org/wiki/Rodney_Brooks
p122,Zhu Gongshan,"Taicang Poly Xiexin Thermal Power Co., Ltd.",hardware_deeptech,CN,M,Associate,Electrical Automation,Nanjing Electric Power College,cogeneration,notes,https://www.forbes.com/profile/zhu-gongshan/
p123,Austin Russell,Luminar Technologies,hardware_deeptech,US,M,HighSchool,unknown,St. Margaret's Episcopal School,lidar,notes,https://en.wikipedia.org/wiki/Austin_Russell_(entrepreneur)
p124,Xu Hang,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd. (Mindray Medical International)",healthcare_biotech,CN,M,Masters,Biomedical Engineering,Tsinghua University,medical devices,notes,https://www.sec.gov/Archives/edgar/data/1373060/000114554906001273/h00529fv1.htm
p125,Patrick Soon-Shiong,"American Pharmaceutical Partners, Inc.",healthcare_biotech,US,M,MD,Medicine,University of the Witwatersrand,injectable pharmaceuticals,notes,https://en.wikipedia.org/wiki/Patrick_Soon-Shiong
p126,Sun Piaoyang,,healthcare_biotech,CN,M,Bachelors,Pharmaceutical Chemistry,China Pharmaceutical University,pharmaceuticals,notes,https://zh.wikipedia.org/wiki/%E5%AD%99%E9%A3%98%E6%89%AC
p127,Claudia Goldin,Nobel Prize in Economic Sciences,science_research,US,F,PhD,Economics,University of Chicago,labor economics,notes,https://en.wikipedia.org/wiki/Claudia_Goldin
p128,Barbara Liskov,ACM A.M. Turing Award,science_research,US,F,PhD,Computer Science,Stanford University,programming languages,notes,https://en.wikipedia.org/wiki/Barbara_Liskov
p129,Caucher Birkar,Fields Medal,science_research,GB,M,PhD,Algebraic Geometry,University of Nottingham,birational geometry,notes,https://en.wikipedia.org/wiki/Caucher_Birkar
p130,Kirsten Green,"Forerunner Partners III, L.P.",investors_finance,US,F,Bachelors,Business Economics,UCLA,consumer venture capital,notes,
p131,Ann Miura-Ko,"Floodgate Fund III, L.P.",investors_finance,US,F,PhD,Information Security,Stanford University,seed-stage venture capital,notes,https://floodgate.com/team/ann-miura-ko
p132,Arooj Aftab,Mohabbat (Vulture Prince),media_creators,PK,F,Bachelors,Music Production and Engineering,Berklee College of Music,jazz vocals,notes,https://en.wikipedia.org/wiki/Arooj_Aftab
p133,Domee Shi,Bao,media_creators,CA,F,Bachelors,Animation,Sheridan College,animation direction,notes,https://en.wikipedia.org/wiki/Domee_Shi
p134,Robert Kuok,Malayan Sugar Manufacturing Co. Bhd.,trade_import_logistics,MY,M,HighSchool,unknown,Raffles Institution,sugar trading,notes,https://en.wikipedia.org/wiki/Robert_Kuok
p135,Martua Sitorus,Wilmar Trading Pte Ltd / Wilmar Group,trade_import_logistics,ID,M,HighSchool,unknown,SMA Budi Mulia,palm oil trading,notes,
p136,Tracy Young,PlanGrid,software_internet,US,F,Bachelors,Construction Management,Sacramento State,construction software,notes,https://www.csus.edu/news/made/stories/archive/tracy-young.html
p137,Josh Reeves,Gusto (ZenPayroll),software_internet,US,M,Masters,Electrical Engineering,Stanford University,payroll software,notes,
p138,Spenser Skates,"Amplitude, Inc.",software_internet,US,M,Bachelors,Biological Engineering,MIT,product analytics,notes,https://news.mit.edu/2021/amplitude-analytics-0824
p139,Apoorva Mehta,Instacart (Maplebear Inc.),software_internet,CA,M,Bachelors,Electrical Engineering,University of Waterloo,grocery delivery,notes,https://uwaterloo.ca/engineering/events/fireside-chat-apoorva-mehta
p140,Drew Durbin,Sendwave (Chime Inc.),software_internet,US,M,Bachelors,unknown,Brown University,mobile remittances,notes,https://www.clay.com/dossier/wave-mobile-money-ceo
p141,Yoshi Yokokawa,"Alpaca (AlpacaDB, Inc.)",software_internet,JP,M,Bachelors,Policy Management,Keio University,brokerage infrastructure,notes,
p142,David Gausebeck,"Matterport, Inc.",hardware_deeptech,US,M,Bachelors,Computer Science,University of Illinois at Urbana-Champaign,3D spatial capture,notes,
p143,Veronica Pascual Boe,ASTI Mobile Robotics,hardware_deeptech,ES,F,Masters,Business Administration,College des Ingenieurs,mobile robotics,notes,
p144,Andrea Pizzarulli,Civitanavi Systems,hardware_deeptech,IT,M,Bachelors,Electronic Engineering,Universita Politecnica delle Marche,inertial navigation,notes,https://www.ecapital.it/wp-content/uploads/2019/08/CNS_ISTAO_20190416_v04.pdf
p145,Raycho Raychev,EnduroSat,hardware_deeptech,BG,M,Masters,Space Management,International Space University,small satellites,notes,https://wikitia.com/wiki/Raycho_Raychev
p146,Mateo Marietti,POP (Sushi Pop),consumer_retail_industrial,AR,M,Bachelors,Business Economics,Universidad Torcuato Di Tella,sushi restaurants,notes,https://www.endeavor.org.ar/emprendedores/mateo-marietti/
p147,Tuan Ee Loi,Farm Fresh (The Holstein Milk Company),consumer_retail_industrial,MY,M,HighSchool,unknown,Sekolah Menengah Jenis Kebangsaan Ayer Tawar,fresh milk,notes,https://www.insage.com.my/BursaNews/Attachment/202407/20240731/FFB-AN20240731A1-3.pdf
p148,Maria Jose Madero,Ben & Frank,consumer_retail_industrial,MX,F,Bachelors,Fashion and Textile Design,"CENTRO de Diseno, Cine y Television",eyewear,notes,https://rocketreach.co/maria-jose-madero-castelao-email_22891129
p149,Gili Raanan,"Cyberstarts Venture Fund II, L.P.",investors_finance,IL,M,Masters,Business Administration,Recanati School of the Tel Aviv University,cybersecurity venture capital,notes,https://en.wikipedia.org/wiki/Gili_Raanan
p150,Neil Shen,Sequoia Capital China (first fund 2005 / China II 2007),investors_finance,CN,M,Masters,Management,Yale School of Management,venture capital,notes,https://en.wikipedia.org/wiki/Neil_Shen
p151,Martin Mignot,"Index Ventures IX (Jersey), L.P.",investors_finance,FR,M,Masters,Finance,Sciences Po,venture capital,notes,https://www.forbes.com/profile/martin-mignot/
p152,Daniel Kraus,Whalefall (2023) / Angel Down (2025) / The Shape of Water (2018),media_creators,US,M,Masters,Library and Information Science,University of Illinois Urbana-Champaign,fiction writing,notes,https://ischool.illinois.edu/news-events/news/2026/05/kraus-wins-2026-pulitzer-prize-award-fiction
p153,Bad Bunny,Diles (2016 single/video),media_creators,PR,M,HighSchool,unknown,unknown,Latin trap,notes,https://en.wikipedia.org/wiki/Bad_Bunny
p154,Maggie Kang,KPop Demon Hunters (2025),media_creators,KR,F,Bachelors,Animation,Sheridan College,animation,notes,https://www.sheridancollege.ca/newsroom/articles/arts-design/maggie-kang-reflects-on-kpop-demon-hunters
p155,Omar M. Yaghi,Nobel Prize in Chemistry,science_research,US,M,PhD,Inorganic Chemistry,University of Illinois at Urbana-Champaign,metal-organic frameworks,notes,http://yaghi.berkeley.edu/bio.html
p156,Shimon Sakaguchi,Nobel Prize in Physiology or Medicine,science_research,JP,M,PhD,Medicine,Kyoto University,regulatory T cells,notes,https://www.osaka-u.ac.jp/en/research/nobelprize/sakaguchi/top
p157,Michel H. Devoret,Nobel Prize in Physics,science_research,FR,M,PhD,Quantum Condensed-Matter Physics,Universite Paris-Sud,superconducting circuits,notes,https://www.universite-paris-saclay.fr/en/news/michel-devoret-phd-universite-paris-saclay-nobel-prize-physics-2025
p158,Jason Borschow,Abarca Health,healthcare_biotech,PR,M,Bachelors,Economics,Harvard University,pharmacy benefits,notes,
p159,Hoang Nguyen,Buymed (thuocsi.vn),healthcare_biotech,VN,M,Bachelors,unknown,Foreign Trade University,pharmaceutical e-commerce,notes,
p160,Jay McHarg,AeroSafe Global (American Aerogel Corporation),trade_import_logistics,US,M,Masters,Business Administration,Babson College,cold-chain packaging,notes,
p161,Amancio Ortega,Confecciones GOA (later Inditex),consumer_retail_industrial,ES,M,None,unknown,unknown,fast fashion,notes,https://www.elespanol.com/quincemil/economia/empresas/20260324/amancio-ortega-cumple-anos-nino-dejo-escuela-creador-imperio-inditex/1003744180747_0.html
p162,Reinhold Wuerth,Adolf Wuerth KG (Wuerth Group),consumer_retail_industrial,DE,M,None,unknown,unknown,industrial fasteners,notes,https://de.wikipedia.org/wiki/Reinhold_W%C3%BCrth
p163,Eddy Lu,GOAT,consumer_retail_industrial,US,M,Bachelors,unknown,"University of California, Berkeley",sneaker resale,notes,
p164,Ken Olsen,Digital Equipment Corporation,hardware_deeptech,US,M,Masters,Electrical Engineering,MIT,minicomputers,notes,https://en.wikipedia.org/wiki/Ken_Olsen
p165,Steve Wozniak,"Apple Computer, Inc.",hardware_deeptech,US,M,Bachelors,Electrical Engineering and Computer Science,"University of California, Berkeley",personal computers,notes,https://en.wikipedia.org/wiki/Steve_Wozniak
p166,Gene Amdahl,Amdahl Corporation,hardware_deeptech,US,M,PhD,Theoretical Physics,University of Wisconsin-Madison,mainframe computers,notes,https://en.wikipedia.org/wiki/Gene_Amdahl
p167,Konrad Zuse,Zuse KG,hardware_deeptech,DE,M,Masters,Civil Engineering,TH Berlin-Charlottenburg,computers,notes,https://www.deutsche-biographie.de/gnd118637436.html
p168,Thomas Frist Jr.,Hospital Corporation of America,healthcare_biotech,US,M,MD,Medicine,Washington University School of Medicine,hospital chains,notes,https://commencement-archive.wustl.edu/people/thomas-f-frist-jr/
p169,Chung Yong-ji,"Caregen Co., Ltd.",healthcare_biotech,KR,M,PhD,Molecular Biology,Cornell University,biomimetic peptides,notes,https://www.businesspost.co.kr/BP?command=article_view&num=390178
p170,Alyson Friedensohn,,healthcare_biotech,US,F,Bachelors,Global Environmental Change and Sustainability,Johns Hopkins University,workplace mental health,notes,
